City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,kingston,17.997,-76.7936,28.53,84,75,4.63,JM,1722657804
288,hammond,41.5834,-87.5,24.47,88,0,1.54,US,1722658001
289,maceio,-9.6658,-35.7353,22.69,83,40,3.09,BR,1722658001
290,bom jesus,-9.0744,-44.3586,22.47,45,49,0.34,BR,1722658001
291,mahibadhoo,3.7833,72.9667,28.24,69,89,0.8,MV,1722658001
292,praia da vitoria,38.7333,-27.0667,21.53,86,0,1.3,PT,1722658001
293,embrun,44.5639,6.4953,17.37,74,0,2.48,FR,1722658002
294,peniche,39.3558,-9.3811,20.11,91,4,8.46,PT,1722658002
295,khanty-mansiysk,61.0042,69.0019,19.06,94,20,3.0,RU,1722658003
296,cidade velha,14.9167,-23.6167,25.26,73,75,2.57,CV,1722658004
297,port saint john's,-31.6229,29.5448,14.64,83,0,2.87,ZA,1722658004
298,makokou,0.5738,12.8642,20.28,93,64,1.8,GA,1722658004
299,vilyuchinsk,52.9306,158.4028,22.15,75,77,3.97,RU,1722658004
300,holdrege,40.4403,-99.3698,23.6,75,0,3.6,US,1722658004
301,flying fish cove,-10.4217,105.6791,26.82,78,100,6.17,CX,1722658005
302,nizhniy lomov,53.5304,43.6766,15.84,83,10,4.9,RU,1722658005
303,constantia,44.1833,28.65,20.39,68,10,5.72,RO,1722658005
304,sinabang,2.4803,96.3801,27.58,73,100,2.37,ID,1722658005
305,trincomalee,8.5711,81.2335,29.87,66,100,7.49,LK,1722658005
306,hola,51.5377,23.1902,17.1,71,100,2.62,PL,1722658005
307,arraial do cabo,-22.9661,-42.0278,21.89,78,0,9.03,BR,1722657724
308,thanh hoa,19.8,105.7667,31.57,62,99,2.94,VN,1722658005
309,chopda,21.25,75.3,24.92,95,100,3.02,IN,1722658006
310,port hedland,-20.3167,118.5667,20.03,83,75,5.66,AU,1722658006
311,quiberon,47.4841,-3.1196,18.95,77,70,5.76,FR,1722658007
312,vredendal,-31.6683,18.5012,11.12,32,0,3.55,ZA,1722658007
313,boyalik,41.2634,28.6314,22.51,79,0,0.25,TR,1722658007
314,terme,41.2092,36.9739,18.96,75,0,1.4,TR,1722658007
315,san patricio,28.017,-97.5169,29.94,75,31,3.96,US,1722658007
316,ulsteinvik,62.3432,5.8487,14.31,84,14,2.24,NO,1722658007
317,namibe,-15.1961,12.1522,17.6,90,0,1.52,AO,1722658008
318,roma,43.2128,-75.4557,22.07,99,100,0.0,US,1722658008
319,catalao,-18.1658,-47.9464,17.91,45,9,3.28,BR,1722658008
320,tralee,52.2704,-9.7026,11.54,88,100,2.57,IE,1722657953
321,mahikeng,-25.8652,25.6442,10.6,54,0,3.17,ZA,1722658008
322,margate,51.3813,1.3862,17.15,86,62,5.5,GB,1722657704
323,buka,40.8108,69.1986,31.08,21,0,2.35,UZ,1722658008
324,atafu village,-8.5421,-172.5159,28.39,74,1,7.19,TK,1722658008
325,keflavik,64.0049,-22.5624,10.24,81,0,4.63,IS,1722658008
326,peringat,6.0333,102.2833,32.24,57,100,0.62,MY,1722658009
327,vilyuysk,63.7553,121.6247,20.07,38,73,1.84,RU,1722658009
328,siemiatycze,52.4272,22.8623,16.59,70,100,1.49,PL,1722658009
329,weno,7.4515,151.8468,28.97,84,100,4.63,FM,1722658009
330,cockburn town,21.4612,-71.1419,28.21,85,72,9.78,TC,1722658009
331,nova sintra,14.8667,-24.7167,25.17,77,100,5.22,CV,1722658009
332,kansk,56.2017,95.7175,21.5,67,31,2.0,RU,1722658010
333,queenstown,-31.8976,26.8753,7.16,46,0,2.91,ZA,1722658010
334,grenade,37.25,-3.25,18.59,32,0,2.5,ES,1722657782
335,bredasdorp,-34.5322,20.0403,5.83,93,0,1.6,ZA,1722658011
336,nuuk,64.1835,-51.7216,2.34,100,100,2.06,GL,1722657905
337,shchigry,51.8755,36.9043,14.9,74,79,2.61,RU,1722658011
338,ballina,-28.8667,153.5667,19.32,64,2,5.35,AU,1722658011
339,vernon,50.2581,-119.2691,29.05,39,83,0.46,CA,1722658011
340,essaouira,31.5125,-9.77,22.12,71,1,11.62,MA,1722658011
341,christchurch,-43.5333,172.6333,10.74,52,1,2.24,NZ,1722657817
342,talnakh,69.4865,88.3972,19.82,59,8,1.34,RU,1722658011
343,vrangel',42.7297,133.0839,19.49,89,100,4.57,RU,1722658012
344,diego de almagro,-26.3667,-70.05,9.28,91,0,1.35,CL,1722658012
345,kalmunai,7.4167,81.8167,30.44,62,100,2.19,LK,1722658012
346,huarmey,-10.0681,-78.1522,17.05,85,0,4.09,PE,1722657969
347,kapa'a,22.0752,-159.319,27.18,73,0,3.6,US,1722658012
348,borgarnes,64.5383,-21.9206,11.0,80,0,3.27,IS,1722658012
349,paro,27.4305,89.4133,18.19,91,100,1.22,BT,1722658012
350,pergamos,35.0417,33.7083,27.97,67,0,2.16,GB,1722658013
351,chernyshevskiy,63.0128,112.4714,20.68,34,33,1.39,RU,1722658013
352,port-vila,-17.7338,168.3219,22.4,80,100,5.76,VU,1722658013
353,minas de marcona,-15.2119,-75.1103,9.82,92,32,5.46,PE,1722658013
354,nizhnesortymskiy,62.4397,71.7603,20.6,79,99,4.52,RU,1722658013
355,southeast arcadia,27.1863,-81.8521,26.57,97,68,0.45,US,1722658013
356,puerto deseado,-47.7503,-65.8938,6.81,74,0,5.02,AR,1722658013
357,pontianak,-0.0333,109.3333,27.99,83,40,1.03,ID,1722657754
358,iquique,-20.2208,-70.1431,17.02,72,29,1.59,CL,1722658014
359,adrar,20.5022,-10.0711,32.86,33,68,4.72,MR,1722658014
360,san luis de la loma,17.2706,-100.8939,25.6,89,100,3.02,MX,1722658014
361,wotho,10.1657,166.0102,28.9,74,70,3.93,MH,1722658014
362,perbaungan,3.5679,98.956,33.34,71,90,1.75,ID,1722658014
363,linxia chengguanzhen,35.6003,103.2064,22.88,49,0,1.92,CN,1722658014
364,ancud,-41.8697,-73.8203,8.4,87,100,7.17,CL,1722658014
365,happy valley-goose bay,53.3168,-60.3315,12.17,87,20,1.54,CA,1722657911
366,tazovsky,67.4667,78.7,16.66,82,85,4.63,RU,1722658014
367,merowe,18.4833,31.8167,29.55,57,77,4.75,SD,1722658015
368,pisco,-13.7,-76.2167,16.03,88,1,4.12,PE,1722658015
369,panguipulli,-39.6333,-72.3333,6.85,98,99,1.69,CL,1722658015
370,la passe,45.5549,-0.8967,16.13,87,4,3.3,FR,1722658015
371,naze,28.3667,129.4833,30.06,69,3,3.85,JP,1722658015
372,la'ie,21.6477,-157.9253,27.98,78,95,2.24,US,1722658015
373,stephenville,32.2207,-98.2023,30.64,41,7,4.51,US,1722658015
374,talara,-4.5772,-81.2719,18.03,87,58,7.1,PE,1722658015
375,ashtarak,40.2991,44.362,20.09,56,20,2.06,AM,1722658015
376,chibougamau,49.9168,-74.3659,18.79,94,100,2.06,CA,1722657729
377,manicore,-5.8092,-61.3003,27.64,45,48,0.13,BR,1722658016
378,sterlibashevo,53.4376,55.2578,14.49,90,99,4.72,RU,1722658016
379,madang,-5.2246,145.7966,29.13,73,100,4.07,PG,1722658016
380,prince rupert,54.3161,-130.3201,14.35,83,76,1.34,CA,1722658016
381,kerikeri,-35.2268,173.9474,13.84,93,100,3.13,NZ,1722658016
382,najran,17.4924,44.1277,30.36,44,100,2.9,SA,1722658016
383,nicoya,10.1483,-85.452,23.57,98,100,1.28,CR,1722658016
384,nabire,-3.3667,135.4833,28.9,74,63,1.96,ID,1722658016
385,sharonville,39.2681,-84.4133,20.88,92,0,0.45,US,1722658017
386,taro,-8.3862,115.28,27.0,51,64,1.4,ID,1722658017
387,edd,13.9297,41.6925,27.02,81,100,3.15,ER,1722658017
388,curaca,-8.9903,-39.9094,20.79,76,36,5.9,BR,1722658017
389,sanctuary point,-35.1114,150.629,19.99,44,6,2.72,AU,1722658017
390,mhangura,-16.8939,30.1683,9.91,65,0,1.28,ZW,1722658017
391,sittwe,20.15,92.9,26.48,89,100,5.14,MM,1722658017
392,cranbrook,49.4999,-115.7688,25.83,33,100,3.12,CA,1722658017
393,dali,25.7,100.1833,23.71,65,100,1.83,CN,1722658018
394,banes,20.9625,-75.7186,25.32,86,73,1.47,CU,1722658018
395,champerico,14.3,-91.9167,27.74,77,100,3.72,GT,1722658018
396,shihezi,44.3,86.0333,36.31,17,0,0.5,CN,1722658018
397,tadine,-21.55,167.8833,20.85,62,81,5.29,NC,1722657974
398,east london,-33.0153,27.9116,13.22,83,0,2.08,ZA,1722658018
399,balabac,7.9868,117.0645,26.53,85,94,4.99,PH,1722658018
400,idri,27.5,13.2667,26.13,25,0,2.46,LY,1722658018
401,tidjikja,18.5564,-11.4271,30.89,42,7,3.64,MR,1722658018
402,mount gambier,-37.8333,140.7667,13.87,49,55,3.26,AU,1722658019
403,tanjung selor,2.8372,117.3642,32.36,57,34,0.66,ID,1722658019
404,mhamid,29.82,-5.72,30.77,9,0,2.2,MA,1722658019
405,arar,30.9753,41.0381,29.01,23,0,7.72,SA,1722658019
406,dapa,9.7594,126.0531,29.58,68,29,3.34,PH,1722658019
407,hilton head island,32.2163,-80.7526,28.32,73,0,3.09,US,1722658005
408,new prague,44.5433,-93.5761,23.67,85,0,2.72,US,1722658020
409,vasto,42.1243,14.7059,25.38,57,27,1.99,IT,1722658021
410,bengkulu,-3.8004,102.2655,29.65,67,18,4.16,ID,1722658021
411,katiola,8.1333,-5.1,21.41,96,98,2.4,CI,1722658021
412,codrington,-38.2667,141.9667,13.57,57,75,3.49,AU,1722658021
413,boquete,8.7833,-82.4333,17.21,97,100,0.45,PA,1722658021
414,isperih,43.7167,26.8333,22.71,42,41,4.58,BG,1722658021
415,stewartville,43.8555,-92.4885,24.98,77,20,3.6,US,1722658021
416,shiguai,40.7058,110.2856,18.4,88,100,2.09,CN,1722658021
417,tari,-11.1105,14.3559,15.81,81,44,0.53,AO,1722658022
418,skeldon,5.8833,-57.1333,24.45,91,99,1.41,GY,1722658023
419,whakatane,-37.9585,176.9854,15.28,65,1,1.34,NZ,1722658023
420,juneau,58.3019,-134.4197,14.5,100,100,1.52,US,1722658023
421,bikenibeu village,1.3673,173.1241,30.98,70,20,3.09,KI,1722658023
422,fortaleza,-3.7227,-38.5247,26.23,78,75,8.75,BR,1722658023
423,shingu,33.7333,135.9833,30.48,69,100,2.94,JP,1722658023
424,tympaki,35.0729,24.7685,24.01,29,0,2.16,GR,1722658024
425,tazacorte,28.629,-17.9293,21.54,83,0,7.72,ES,1722658024
426,howard springs,-12.497,131.047,31.66,45,71,1.6,AU,1722658024
427,kuta,-8.7233,115.1723,30.97,70,20,3.6,ID,1722658024
428,mana,5.6592,-53.7767,26.11,82,36,3.22,GF,1722657974
429,taulaga,-11.0553,-171.0883,27.43,72,3,7.02,AS,1722658024
430,aykol,38.1751,77.2132,30.58,28,100,2.18,CN,1722658024
431,miyaly,48.8844,53.7836,27.29,25,52,5.87,KZ,1722658024
432,arkhangel'sk,64.5401,40.5433,14.06,100,100,3.0,RU,1722658024
433,feijo,-8.1642,-70.3536,23.77,68,80,0.91,BR,1722657771
434,kristiansund,63.1115,7.732,13.36,89,0,2.06,NO,1722658025
435,san antonio de pale,-1.4014,5.6325,22.43,77,99,4.67,GQ,1722658025
436,tvoroyri,61.5556,-6.8111,11.01,93,100,6.04,FO,1722658025
437,vikarabad,17.3333,77.9,23.34,87,100,6.95,IN,1722658025
438,shenjiamen,29.9576,122.298,31.12,74,6,3.4,CN,1722658025
439,newman,37.3138,-121.0208,29.45,65,75,2.67,US,1722658025
440,barauli,26.4,84.5833,27.01,85,100,10.78,IN,1722658025
441,saldanha,-33.0117,17.9442,9.0,77,0,1.57,ZA,1722658027
442,kidal,18.4411,1.4078,26.72,59,98,4.18,ML,1722658027
443,arica,-18.475,-70.3042,16.13,77,100,1.54,CL,1722657959
444,kiffa,16.6166,-11.4045,31.7,57,47,5.48,MR,1722658027
445,bulgan,48.8125,103.5347,15.68,78,100,1.63,MN,1722658027
446,metlili chaamba,32.2667,3.6333,31.05,14,29,4.46,DZ,1722658027
447,fortuna,40.5982,-124.1573,17.74,94,100,2.57,US,1722658028
448,illizi,26.4833,8.4667,27.86,17,0,2.42,DZ,1722658028
449,ghadamis,30.1337,9.5007,30.26,18,0,3.35,LY,1722658028
450,kaihua,23.3687,104.28,21.16,88,96,2.69,CN,1722658029
451,tyuratam,45.6507,63.3156,29.14,27,0,2.0,KZ,1722658029
452,guatrache,-37.6678,-63.5302,12.83,38,90,3.7,AR,1722658032
453,arauca,7.0847,-70.7591,26.0,89,20,3.09,CO,1722657783
454,leiyang,26.4024,112.8591,34.34,55,0,3.98,CN,1722658032
455,kruisfontein,-34.0033,24.7314,7.08,87,0,2.0,ZA,1722658032
456,selibaby,15.159,-12.1829,28.93,70,73,4.36,MR,1722658032
457,dunedin,-45.8742,170.5036,6.82,73,3,1.13,NZ,1722658032
458,thunder bay,48.4001,-89.3168,18.21,57,2,2.49,CA,1722658032
459,quesnel,52.9999,-122.5029,19.18,66,3,2.56,CA,1722658032
460,yanchep,-31.55,115.6833,18.67,47,0,3.51,AU,1722658032
461,okhotsk,59.3833,143.3,17.3,55,1,1.98,RU,1722658033
462,dongola,19.1667,30.4833,28.21,67,100,5.87,SD,1722658033
463,loikaw,19.6742,97.2094,21.75,95,100,1.25,MM,1722658033
464,shaping,22.7545,112.9565,33.35,57,81,3.61,CN,1722658033
465,luena,-11.7833,19.9167,11.15,31,35,1.63,AO,1722658033
466,san gabriel,34.0961,-118.1058,30.14,43,0,1.42,US,1722658033
467,gaiman,-43.2897,-65.4929,12.18,41,1,8.6,AR,1722658033
468,quelimane,-17.8786,36.8883,16.53,88,0,1.15,MZ,1722658033
469,kurumkan,54.3,110.3,23.45,61,100,1.19,RU,1722658033
470,at-bashi,41.1702,75.8106,22.3,44,70,0.8,KG,1722658034
471,novodvinsk,64.4165,40.8122,13.86,88,77,2.86,RU,1722658035
472,hirara,24.8,125.2833,29.71,69,51,1.59,JP,1722658035
473,punta del este,-34.9667,-54.95,25.06,75,0,6.69,UY,1722658035
474,vanimo,-2.6741,141.3028,29.07,72,87,4.64,PG,1722658035
475,betare oya,5.6,14.0833,18.15,97,77,0.94,CM,1722658036
476,bhinmal,25.0,72.25,26.61,91,100,4.84,IN,1722658036
477,candolim,15.5181,73.7626,27.32,82,100,8.3,IN,1722658036
478,touros,-5.1989,-35.4608,21.94,93,57,5.01,BR,1722658036
479,berdychiv,49.8993,28.6024,20.67,43,100,2.35,UA,1722658036
480,ciudad guadalupe victoria,24.4497,-104.1225,19.75,52,22,3.98,MX,1722658036
481,huancavelica,-12.7667,-74.9833,1.14,73,54,0.9,PE,1722658036
482,bamboo flat,11.7,92.7167,28.05,83,75,2.57,IN,1722658037
483,fredericton,45.9454,-66.6656,22.46,88,100,2.44,CA,1722658037
484,fort st. john,56.2499,-120.8529,15.95,63,100,1.62,CA,1722658037
485,itoman,26.1247,127.6694,33.21,71,20,5.66,JP,1722658037
486,tura,25.5198,90.2201,23.69,98,100,2.57,IN,1722658037
487,krasavino,60.9614,46.4814,17.06,89,89,2.79,RU,1722658037
488,hernando,28.5419,-82.4582,25.97,92,0,0.45,US,1722658038
489,kavaratti,10.5669,72.642,27.86,77,100,6.53,IN,1722658038
490,nouadhibou,20.931,-17.0347,21.29,90,2,1.39,MR,1722658038
491,dudinka,69.4058,86.1778,19.92,49,18,3.89,RU,1722658038
492,verkhnevilyuysk,63.4453,120.3167,22.19,33,40,0.36,RU,1722658038
493,lidkoping,58.5052,13.1577,12.01,96,54,1.89,SE,1722658038
494,pinotepa nacional,16.3167,-98.0167,23.33,97,100,1.27,MX,1722658038
495,katima mulilo,-17.5,24.2667,12.64,52,0,2.45,NA,1722658038
496,omdurman,15.6445,32.4777,27.21,60,74,6.39,SD,1722658039
497,tucuma,-0.1833,-50.05,25.03,86,10,2.73,BR,1722658039
498,perry,37.2506,-83.1999,22.1,98,21,1.95,US,1722658039
499,guiuan,11.0333,125.7247,28.39,76,87,4.59,PH,1722658039
500,greymouth,-42.4667,171.2,9.05,71,0,1.4,NZ,1722658039
501,lakhdaria,36.5646,3.5933,22.04,84,0,0.45,DZ,1722658039
502,serdar,38.9764,56.2757,31.4,22,3,5.65,TM,1722658039
503,dubbo,-32.25,148.6167,16.07,41,1,2.57,AU,1722658039
504,fada,7.25,4.0667,21.08,99,82,0.79,NG,1722658040
505,seaside,36.6111,-121.8516,18.73,94,100,2.57,US,1722658040
506,zhalantun,48.0,122.7167,26.19,41,52,3.12,CN,1722658040
507,sault ste. marie,46.5168,-84.3333,20.31,96,0,3.09,CA,1722657935
508,birobidzhan,48.8,132.95,25.23,49,100,3.8,RU,1722658040
509,bonthe,7.5264,-12.505,24.63,88,100,7.1,SL,1722658041
510,kununurra,-15.7667,128.7333,30.99,25,5,4.63,AU,1722658042
511,lianzhou,24.7811,112.3825,32.04,68,55,1.97,CN,1722658042
512,necochea,-38.5473,-58.7368,14.0,86,100,2.92,AR,1722658042
513,sao joao del rei,-21.1356,-44.2617,10.97,93,0,2.25,BR,1722658042
514,karratha,-20.7377,116.8463,24.37,61,30,2.07,AU,1722658042
515,arenapolis,-14.4503,-56.8461,22.94,40,0,2.18,BR,1722658042
516,dongargaon,20.9667,80.85,23.82,94,100,6.59,IN,1722658042
517,kouango,4.9934,19.9619,22.59,94,100,0.74,CF,1722658042
518,wagar,16.1525,36.2032,23.82,76,93,2.71,SD,1722658043
519,kuressaare,58.2481,22.5039,15.53,94,40,1.54,EE,1722658043
520,satana,20.5833,74.2,23.74,91,100,4.93,IN,1722658043
521,richha,28.7,79.5167,26.32,82,100,3.93,IN,1722658040
522,pogranichnyy,44.4064,131.3769,21.5,99,100,0.7,RU,1722658043
523,al ghayzah,16.2079,52.176,25.92,87,84,2.98,YE,1722658044
524,mata-utu,-13.2816,-176.1745,27.33,73,8,6.16,WF,1722658044
525,purpe,64.4803,76.6897,21.35,72,100,6.46,RU,1722658044
526,edmundston,47.3737,-68.3251,22.63,83,100,3.6,CA,1722658045
527,sambava,-14.2667,50.1667,21.37,72,42,4.79,MG,1722658045
528,mwinilunga,-11.7358,24.4293,12.07,44,0,1.8,ZM,1722658045
529,hilo,19.7297,-155.09,26.85,85,100,3.09,US,1722658045
530,santa ines,-3.6667,-45.38,20.96,57,15,2.31,BR,1722658045
531,kitgum,3.2783,32.8867,17.7,96,100,1.14,UG,1722658045
532,meiganga,6.5167,14.3,17.12,97,79,1.18,CM,1722658045
533,corner brook,48.9667,-57.9484,14.26,95,24,1.42,CA,1722658045
534,chester,40.1254,-75.8749,24.27,94,64,1.34,US,1722658046
535,palikir - national government center,6.9248,158.1611,30.47,74,75,3.6,FM,1722658046
536,mahina,-17.5065,-149.489,23.87,64,75,2.06,PF,1722658046
537,geraldton,-28.7667,114.6,16.23,63,0,4.63,AU,1722658046
538,khromtau,50.2503,58.4347,24.62,28,48,8.18,KZ,1722658047
539,ust-tsilma,65.441,52.1498,18.2,88,79,3.81,RU,1722658048
540,znamenskoye,57.1281,73.8282,21.33,74,78,1.92,RU,1722658048
541,kertih,4.5141,103.4483,30.42,69,70,3.8,MY,1722658048
542,mirecourt,48.3009,6.1328,18.57,94,75,3.09,FR,1722658048
543,castillos,-34.1667,-53.8333,19.54,75,85,4.95,UY,1722658048
544,new norfolk,-42.7826,147.0587,13.84,51,100,2.65,AU,1722658048
545,vostochnyy,55.8167,37.8667,15.62,77,0,2.28,RU,1722658048
546,ati,13.2154,18.3353,26.86,73,96,3.0,TD,1722658048
547,pinhao,-25.6956,-51.6597,15.39,60,0,3.63,BR,1722658024
548,seven pagodas,12.6264,80.1722,31.85,57,100,4.22,IN,1722658049
549,kochenevo,55.0218,82.202,26.66,57,3,3.84,RU,1722658049
550,tonota,-21.4833,27.4833,13.5,37,0,2.24,BW,1722658049
551,akureyri,65.6835,-18.0878,10.03,88,97,2.56,IS,1722658049
552,waddan,29.1614,16.139,24.27,59,0,2.37,LY,1722658049
553,kilindoni,-7.9139,39.6668,24.68,72,15,6.72,TZ,1722658049
554,luganville,-15.5333,167.1667,25.05,87,45,5.88,VU,1722658049
555,tofol,5.3248,163.0078,30.88,66,75,4.12,FM,1722658049
556,pacocha,-17.5833,-71.3333,15.66,85,56,1.85,PE,1722658050
557,promyshlennaya,54.9159,85.6385,27.53,50,5,3.66,RU,1722658050
558,zheleznogorsk-ilimskiy,56.5768,104.1217,24.31,40,49,2.16,RU,1722658050
559,shimanovsk,52.0,127.7,25.62,33,34,1.26,RU,1722658050
560,pemangkat,1.1667,108.9667,29.51,60,73,0.9,ID,1722658050
561,oxapampa,-10.5775,-75.4017,14.5,96,89,1.06,PE,1722658050
562,alesund,62.4723,6.1549,12.96,94,40,2.57,NO,1722657811
563,springbok,-29.6643,17.8865,9.49,18,14,3.84,ZA,1722658050
564,oamaru,-45.0784,170.9801,6.34,79,8,2.24,NZ,1722658051
565,vellanur,13.1544,80.0992,32.13,66,40,6.69,IN,1722658051
566,pingdu,36.7844,119.9464,33.08,66,5,3.33,CN,1722658051
567,cill airne,52.05,-9.5167,10.28,94,100,1.79,IE,1722658052
568,san ignacio,17.1561,-89.0714,25.08,94,75,0.0,BZ,1722658052
569,songea,-10.6833,35.65,10.37,70,2,0.33,TZ,1722658052
570,campo maior,-4.8278,-42.1686,20.12,49,69,0.44,BR,1722658052
571,porbandar,21.6422,69.6093,26.99,89,100,8.23,IN,1722658053
572,rehoboth,-23.3167,17.0833,13.01,38,1,2.0,NA,1722658053
573,hun,29.1268,15.9477,24.45,59,0,2.98,LY,1722658053
